P_ID,true_label,acc_pred,acc_reason,ppg_pred,ppg_reason,light_pred,light_reason,stat_fusion,semantic_fusion,semantic_reason,hybrid_fusion
PA01,0,0,The low variability and minimal movement suggest the wearer was not engaged in a social interaction.,0,"The low peak rate suggests a more stable and less fluctuating heart rate, which is less indicative of a social interaction.",0,"The low mean log-transformed light level and high number of significant light changes suggest outdoor or very dynamic lighting conditions, which are less indicative of a social interaction setting.",0,0,"All three sensors (accelerometer, PPG, and light) indicate minimal movement, stable heart rate, and dynamic lighting conditions, collectively suggesting the absence of a social interaction.",0
PA01,1,1,"The high spectral centroids and high zero-crossing rates indicate rapid, frequent movements consistent with social interactions such as gesturing or typing on a device.",0,"The low zero-crossing rate and lower peak rate suggest a more stable and less dynamic physiological state, which is less indicative of a social interaction.",0,"The low standard deviation and significant light changes suggest a stable environment with minimal variability, typical of solitary activities rather than social interactions.",0,0,"While the accelerometer data suggests potential movement, the PPG and light data indicate a more stable and less dynamic environment, which is inconsistent with the expected activity during a social interaction.",0
PA01,1,1,The high spectral centroid and low standard deviation suggest gestural movements typical during social interactions.,0,"The low peak rate suggests reduced cardiac activity, which is less indicative of a social interaction.",0,"The consistent light levels suggest a stable environment like home or a well-lit office, not typically associated with frequent social interactions.",0,0,"While the accelerometer detected gestural movements, the PPG and light sensors indicate a stable, less active environment, suggesting no significant social interaction.",0
PA01,1,1,The high spectral centroids and low standard deviation suggest gestural movements typical during social interactions.,0,"The extremely low signal quality suggests poor data collection, likely indicating no active interaction.",1,The high number of significant light changes suggests a dynamic lighting environment typical of social interactions.,1,1,"While the PPG agent's low signal quality initially raises doubt, the accelerometer and light agent's evidence of gestural movements and dynamic lighting environment strongly suggests a social interaction.",1
PA01,0,1,The high spectral centroids and low zero-crossing rates suggest gestural movements typical of social interactions.,0,"Based on the stable signal quality and heart rate variability metrics, indicating a calm state without significant autonomic nervous system arousal.",0,"The absence of light variability and significant changes suggests a very consistent environment, likely not a social interaction setting.",0,0,"While the accelerometer detected potential gestural movements, the PPG and light sensors indicate a calm, stable environment with no significant changes, suggesting no social interaction occurred.",0
PA01,1,1,The high spectral centroids and zero-crossing rates suggest active wrist movements consistent with social interactions.,0,"The low zero-crossing rate and high peak rate suggest increased cardiac output, possibly due to physical activity rather than a social interaction.",0,"The consistent light levels and number of significant light changes suggest a stable indoor environment, possibly not involving frequent interactions.",0,0,"While the accelerometer data indicates active wrist movements, the PPG and light data suggest low cardiac output and a stable indoor environment, which are more consistent with physical activity than a social interaction.",0
PA01,0,1,The high spectral centroid values and low-frequency power fractions suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests a dynamic lighting environment typical of social interactions.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating emotional engagement from the PPG, and a dynamic lighting environment from the light sensor strongly supports the presence of a social interaction.",1
PA01,1,1,The high spectral centroid and low-frequency power fraction suggest gesturing or other interactive movements.,0,"The heart rate variability metrics suggest a more stable state, indicating less likelihood of a social interaction.",0,The low number of significant light changes suggests a more stable lighting environment typical of solitary activities.,0,0,"While the accelerometer detected potential interactive movements, the PPG and light sensors indicate a more stable and solitary activity environment.",0
PA01,0,0,"The low high-frequency power fractions and the presence of significant zero-crossing rates suggest steady, rhythmic movements rather than the dynamic gestures typical of social interactions.",0,"The low PPG zero-crossing rate suggests reduced cardiac activity, which is less indicative of a social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,0,0,"While the Light Agent detected dynamic lighting conditions, the Accelerometer and PPG Agents' findings of steady, rhythmic movements and reduced cardiac activity, respectively, suggest the individual was likely engaged in a routine activity rather than a social interaction.",0
PA01,0,1,The high spectral centroid values and low-frequency power fractions suggest gestural movements typical during social interactions.,0,"Based on the stable heart rate variability metrics and lower peak rate, indicating a more relaxed state without significant social interaction.",0,The high kurtosis and moderate number of light changes suggest a less structured environment typical of solitary activities.,0,0,"While the accelerometer data indicates potential gestural movements, the PPG and light sensor data suggest a more relaxed and less structured environment, which is inconsistent with a social interaction.",0
PA02,0,1,The high spectral centroids and zero-crossing rates suggest gesturing or other interactive movements.,0,"Based on the high signal quality and moderate HRV metrics, indicating stable physiological state without significant autonomic nervous system activation.",0,"The minimal number of light changes suggests a stable, likely indoor environment with consistent lighting, typical for solitary activities.",0,0,"While the accelerometer detected potential interactive movements, the PPG and light sensors indicate a stable, non-interactive environment with consistent lighting and physiological stability.",0
PA02,0,0,"The low zero-crossing rates and high spectral entropy suggest steady, minimal movement rather than the dynamic gestures typical of social interactions.",0,"The low pNN50 value and high peak rate suggest increased heart rate variability and more pronounced pulsations, which are often associated with less active states rather than social interactions.",0,"The absence of light variability and significant changes suggests a very consistent environment, likely not a social interaction setting.",0,0,"The consistent lack of dynamic movement, increased heart rate variability, and stable lighting across all modalities strongly indicates a non-social interaction scenario.",0
PA02,0,1,The high spectral centroid values and low-frequency power fractions suggest gesturing or other interactive movements.,0,"The lower peak rate suggests less physical activity, which is more consistent with a social interaction rather than intense physical activity.",0,"The number of significant light changes is relatively low, suggesting a more stable lighting environment typical of solitary activities.",0,1,"While the PPG and Light Agents suggest no intense physical activity or significant environmental changes, the Accelerometer Agent's detection of gesturing or interactive movements provides strong evidence for an interaction, which can include subtle gestures during social interactions.",1
PA02,1,1,The high spectral entropy and zero-crossing rates suggest complex and varied wrist movements typical during social interactions.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",0,The light changes and variability suggest a more controlled indoor environment typical of solitary activities rather than social interactions.,1,1,"While the light agent suggests a controlled indoor environment, the accelerometer and PPG agents' high spectral entropy, zero-crossing rates, and heart rate variability strongly indicate complex movements and emotional engagement consistent with social interactions.",1
PA02,1,1,The high low-frequency power fractions and the spectral entropy suggest complex wrist movements typical of social interactions.,0,"The low zero-crossing rate suggests reduced cardiac activity, which is less indicative of a social interaction.",0,"The low number of significant light changes suggests a more consistent environment, likely not a dynamic social interaction setting.",0,0,"While the accelerometer indicates complex wrist movements, the PPG and light sensors suggest reduced cardiac activity and a more consistent environment, which are less indicative of a social interaction.",0
PA02,0,0,"The low high-frequency power fractions and consistent low-zero crossing rates suggest steady, non-gestural movement, indicative of no social interaction.",0,The high signal quality and moderate to low HRV metrics suggest the wearer was not engaged in a social interaction.,0,The light changes and variability suggest a more controlled indoor environment typical of solitary activities rather than social interactions.,0,0,"The consistent lack of high-frequency activity, steady heart rate variability, and controlled lighting conditions across multiple sensor modalities strongly indicate no social interaction.",0
PA02,1,1,The high spectral centroid values and low-frequency power fractions suggest gesturing or other interactive movements.,0,"The high heart rate variability metrics suggest a state of relaxation or low stress, which is less indicative of a social interaction.",0,"The low number of significant light changes suggests a more consistent lighting environment, which is less indicative of a social interaction setting.",0,0,"While the accelerometer detected potential interactive movements, the PPG and light sensors indicate a state of relaxation and a consistent lighting environment, suggesting no social interaction.",0
PA02,1,0,The low variability and high spectral entropy suggest random movements rather than structured social interaction.,0,"The high signal quality and moderate heart rate variability suggest a more stable and less fluctuating physiological state, indicative of no social interaction.",1,The low standard deviation and significant light changes suggest a stable indoor environment with occasional interactions.,0,0,"While the light agent detected occasional interactions, the accelerometer and PPG agents indicate random movements and a stable physiological state, suggesting no significant social interaction occurred.",0
PA02,0,1,The high spectral centroids and zero-crossing rates suggest gesturing or other interactive movements.,0,The high signal quality and lower pNN50 suggest stable conditions without significant autonomic nervous system arousal typically associated with social interactions.,0,"The absence of light variability and significant changes suggests a very consistent environment, likely not a social interaction setting.",0,0,"While the accelerometer detected potential interactive movements, the PPG and light sensors indicate stable and unaroused conditions, suggesting no social interaction.",0
PA02,1,1,The high spectral centroids and zero-crossing rates suggest active wrist movements consistent with social interactions.,0,The high signal quality and lower pNN50 suggest stable conditions without significant autonomic nervous system arousal typically associated with social interactions.,0,"The low standard deviation and significant light changes suggest a stable indoor environment with minimal activity, typical of solitary settings.",0,0,"While the accelerometer data indicates active wrist movements, the PPG and light sensor data suggest stable, low-arousal conditions typical of solitary settings, overriding the indication from the accelerometer.",0
PA02,1,1,The high low-frequency power fractions and the spectral centroid values suggest rhythmic and repetitive movements consistent with social interactions.,1,"The high pNN50 and pNN20 values indicate increased heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",0,"The low number of significant light changes suggests a more consistent lighting environment, which is less indicative of a social interaction setting.",1,1,"While the Light Agent indicates a consistent lighting environment, the Accelerometer and PPG Agents' findings of rhythmic movements and increased heart rate variability strongly suggest a social interaction, outweighing the single indicator from the Light Agent.",1
PA02,0,1,The high spectral centroids and low-frequency power fractions suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate increased heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests a dynamic lighting environment typical of social interactions.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating emotional engagement from the PPG, and a dynamic lighting environment from the light sensor strongly supports the presence of a social interaction.",1
PA02,1,1,The high spectral centroid and zero-crossing rates suggest gesturing or other interactive movements.,0,"The heart rate variability metrics suggest a more stable state, indicating less likely engagement in a dynamic social interaction.",0,"The low mean light level and fewer significant light changes suggest a more consistent, lower-light environment typical of solitary activities.",0,0,"While the accelerometer indicates potential movement, the PPG and light sensors suggest a more stable, low-light environment consistent with solitary activities rather than a dynamic social interaction.",0
PA02,0,1,The high low-frequency power fractions and spectral entropy suggest complex wrist movements indicative of social interaction.,0,"The low zero-crossing rate suggests reduced arterial pulsation, possibly indicating a more relaxed state typical of social interactions.",0,The light changes and distribution suggest a more stable environment typical of solitary activities.,0,1,"Despite the PPG and Light agents suggesting no interaction, the Accelerometer's indication of complex wrist movements is strong evidence for social interaction, which typically involves active and coordinated movements.",1
PA02,0,1,The high low-frequency power fractions and characteristic spectral centroids suggest gesturing or other interactive movements.,0,"The low zero-crossing rate suggests reduced cardiac variability, which is less indicative of active social interaction.",0,The light changes and distribution suggest a more stable environment typical of solitary activities.,0,1,"While the PPG and Light agents indicate no significant activity, the Accelerometer's detection of gesturing or interactive movements suggests a social interaction, as these movements are often associated with such contexts.",1
PA02,0,1,The high low-frequency power fractions and characteristic spectral centroids suggest gesturing or other interactive movements.,0,The high peak rate and relatively low heart rate variability suggest the wearer was likely engaged in physical activity rather than a social interaction.,1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG data indicates physical activity, the accelerometer's high low-frequency power fractions and the light agent's detection of dynamic lighting conditions strongly suggest a social interaction is occurring.",1
PA02,0,1,The high spectral centroids and zero-crossing rates suggest gesturing or other interactive movements.,0,"The low zero-crossing rate and moderate peak rate suggest a more stable physiological state, less indicative of active social interaction.",0,The consistent light levels with few significant changes suggest a stable environment like home or solitary activity.,0,0,"While the accelerometer data suggests potential movement, the PPG and light data indicate a stable, less interactive environment, which is more consistent across modalities.",0
PA02,1,1,The high spectral centroids and zero-crossing rates suggest active wrist movements consistent with social interactions.,0,"The low pNN50 and high peak rate suggest a more stable and higher heart rate, indicative of less autonomic nervous system activity change typically seen during social interactions.",0,"The low number of significant light changes suggests a stable, likely indoor environment with minimal movement, typical of solitary activities.",0,0,"While the accelerometer data indicates active wrist movements, the PPG and light data suggest a stable, likely indoor environment with minimal movement, which is inconsistent with the high level of activity implied by the accelerometer alone.",0
